iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
2074	-6.589245158680087E2	17	134	4.029790374348153E0	2.828957070415268E-2	17	134	-6.589245158680087E2	-1.3218031626260438E2	155	67	1.4746956933584272E0	1.9855359934687327E0	2.2652847290587172E-1	2.7710542339789096E-1	2.9003541698813534E-1	2.06330686708102E-1	1.557821754002633E-2	-1.3218031626260438E2	2.8036274485237644E0	1.4989798935592271E0	2.8036274485237644E0	1.4989798935592271E0	155	5.34657304182304E-1	67	-8.07819810334695E2	-1.488952944666863E2
2075	-6.60406489155088E2	28	129	2.497727783545549E0	6.792950268291395E-2	28	129	-6.60406489155088E2	-1.837096146663205E2	161	79	1.4136340250996586E0	1.7281006855115244E0	2.2182213646414614E-1	3.004708422481532E-1	2.8400966563400193E-1	1.9369735565369878E-1	9.97278167866052E-2	-1.837096146663205E2	2.913531096443625E0	1.3717315502476326E0	2.913531096443625E0	1.3717315502476326E0	161	4.708141100405704E-1	79	-8.596475758192335E2	-1.9924108666414543E2
2076	-6.710906361072027E2	15	144	3.5451769544739746E0	5.75998355727374E-2	15	144	-6.710906361072027E2	-1.1089679368137833E2	144	40	1.6317384581492798E0	1.819542931718765E0	1.763946000236289E-1	3.106312566963246E-1	3.0721158294551765E-1	2.0576256033452886E-1	5.836749631554437E-2	-1.1089679368137833E2	1.698014761796501E0	1.5089788092717313E0	1.698014761796501E0	1.5089788092717313E0	144	8.886723738933993E-1	40	-7.964856916679091E2	-1.2539505556070644E2
2077	-6.683500664217709E2	15	139	3.905309214373574E0	4.392050841255417E-2	15	139	-6.683500664217709E2	-1.1187113470646469E2	141	39	2.2331337969415603E0	2.80069090504991E0	1.5170110161528524E-1	3.199446638729076E-1	3.1642246079394787E-1	2.119317737178592E-1	7.892006328856141E-2	-1.1187113470646469E2	1.9507055517744998E0	1.739570405680276E0	1.9507055517744998E0	1.739570405680276E0	141	8.917647279456604E-1	39	-7.983148426052073E2	-1.2996477618343647E2
2078	-6.755903391979002E2	13	148	3.9979776466161043E0	2.830117618862835E-2	13	148	-6.755903391979002E2	-1.0069106883507793E2	139	35	1.397418405713071E0	2.151069306700222E0	1.5170110161528524E-1	3.199446638729076E-1	3.1642246079394787E-1	2.119317737178592E-1	3.064604396526309E-2	-1.0069106883507793E2	1.2850132504440435E0	1.909065206374683E0	1.2850132504440435E0	1.909065206374683E0	139	1.4856385377465913E0	35	-7.932388518041432E2	-1.1764851260624297E2
2079	-6.780097896591209E2	16	144	2.2726039496796044E0	2.46058692408069E-2	16	144	-6.780097896591209E2	-1.1980902286669341E2	148	45	1.4983087238540342E0	2.396159746052271E0	1.8304035312782416E-1	2.9347389010065317E-1	3.290882590416715E-1	1.9439749772985107E-1	4.330955259794034E-2	-1.1980902286669341E2	9.496049566315132E-1	1.8699668200181534E0	9.496049566315132E-1	1.8699668200181534E0	148	1.96920499093791E0	45	-8.20933182944807E2	-1.429233932856861E2
2080	-6.679705367914183E2	15	141	2.7652096203842484E0	3.761722419537271E-2	15	141	-6.679705367914183E2	-1.1245205160357813E2	143	43	1.9801230359650652E0	3.204629373933459E0	1.8443991133544185E-1	2.98728348170808E-1	3.1792714614145023E-1	1.9890459435229985E-1	9.042900606368315E-2	-1.1245205160357813E2	2.170013042401964E0	1.7218150030566273E0	2.170013042401964E0	1.7218150030566273E0	143	7.934583661076842E-1	43	-7.941578381519133E2	-1.2618730136049497E2
2081	-6.80517258977972E2	15	150	3.6478687937284975E0	2.58157162158113E-2	15	150	-6.80517258977972E2	-1.1121809960203898E2	139	35	1.8613768630389254E0	2.302653757135749E0	1.896955536761435E-1	2.861032008939992E-1	3.291508540168622E-1	1.9505039141299507E-1	1.5762323906155833E-2	-1.1121809960203898E2	3.065960967302514E0	1.853730078619151E0	3.065960967302514E0	1.853730078619151E0	139	6.04616333472143E-1	35	-8.038845570653681E2	-1.2336729808739612E2
2082	-6.747594280408437E2	15	143	3.6036380328275275E0	2.400444961671617E-2	15	143	-6.747594280408437E2	-1.1897023690662867E2	151	59	1.581810883478172E0	2.6826720905156294E0	1.977823358584427E-1	2.8019780241445763E-1	3.2235691760937984E-1	1.9966294411771973E-1	4.363150491501984E-3	-1.1897023690662867E2	2.307639348261409E0	1.643493689624183E0	2.307639348261409E0	1.643493689624183E0	151	7.12196943106557E-1	59	-8.141801253506587E2	-1.39420697309815E2
2083	-6.735171534938111E2	15	145	3.6198579543657634E0	4.170259162338545E-2	15	145	-6.735171534938111E2	-1.1328150050445248E2	145	46	1.5619891497216347E0	3.611470606221878E0	1.977823358584427E-1	2.8019780241445763E-1	3.2235691760937984E-1	1.9966294411771973E-1	1.1939031382310204E-2	-1.1328150050445248E2	2.437551220033615E0	2.1124162442760857E0	2.437551220033615E0	2.1124162442760857E0	145	8.666140948812369E-1	46	-8.093314805255108E2	-1.358143270316997E2
2084	-6.771711006131661E2	18	144	3.573367924481911E0	3.64111637777133E-2	18	144	-6.771711006131661E2	-1.2894275191524227E2	147	51	1.4643775780909722E0	3.7326329637288502E0	1.9445083220045345E-1	2.9718286217470063E-1	3.1692704316921533E-1	1.9143926245563064E-1	6.856801003668998E-2	-1.2894275191524227E2	3.4963885436283784E0	2.0305416845548865E0	3.4963885436283784E0	2.0305416845548865E0	147	5.807540149550116E-1	51	-8.239545619744209E2	-1.467834613612548E2
2085	-6.738437553140581E2	15	144	3.4287933362022724E0	2.427131188822038E-2	15	144	-6.738437553140581E2	-1.1492514899993402E2	147	50	1.613615945045459E0	3.130635373899601E0	1.6527648174976273E-1	3.0794585134481856E-1	3.2840510185801863E-1	1.9837256504740008E-1	4.7160374168444735E-2	-1.1492514899993402E2	2.9634929938660943E0	1.776587583642344E0	2.9634929938660943E0	1.776587583642344E0	147	5.994910692617008E-1	50	-7.985240428154088E2	-1.2468028750135075E2
2086	-6.703234832255739E2	15	141	3.1296094399486094E0	2.827281343064752E-2	15	141	-6.703234832255739E2	-1.1380525051460553E2	147	51	1.3130073998459668E0	3.2567432171250106E0	1.7461957929798064E-1	3.2535406392426974E-1	2.9043976898188484E-1	2.0958658779586486E-1	3.5015621104966697E-3	-1.1380525051460553E2	2.285008601209762E0	1.8598567013337777E0	2.285008601209762E0	1.8598567013337777E0	147	8.139385997711807E-1	51	-8.010940799016801E2	-1.3077059667610615E2
2087	-6.709385716648962E2	17	140	4.596710475394572E0	3.757593994834795E-2	17	140	-6.709385716648962E2	-1.2514173149643942E2	150	57	1.659022844590927E0	2.773439268171203E0	1.7223156763768743E-1	3.209046814352127E-1	2.864678572539448E-1	2.2039589367315507E-1	1.258145131310657E-3	-1.2514173149643942E2	2.4320828133636168E0	2.2183644335585506E0	2.4320828133636168E0	2.2183644335585506E0	150	9.121253689920659E-1	57	-8.175146277904139E2	-1.4657605612551768E2
2088	-6.599619802821154E2	19	134	4.302374419931569E0	3.1557077384502925E-2	19	134	-6.599619802821154E2	-1.3415222773994873E2	151	59	1.362158745737947E0	2.5661435852704786E0	1.7110259820520543E-1	3.0374152070959737E-1	2.9680615294270885E-1	2.2834972814248836E-1	1.1722727848803582E-3	-1.3415222773994873E2	2.264839143509736E0	1.8562604085508567E0	2.264839143509736E0	1.8562604085508567E0	151	8.195992257861986E-1	59	-8.149421896807798E2	-1.5498020939866439E2
2089	-6.706001568645761E2	17	144	3.5711575359867282E0	3.7295097673059996E-2	17	144	-6.706001568645761E2	-1.252200301673133E2	146	49	1.6031808316959635E0	2.278296447554281E0	1.6867737753690826E-1	3.3151425171098947E-1	2.92599200949314E-1	2.0720916980278825E-1	4.4376252388733564E-2	-1.252200301673133E2	1.00329154382643E0	1.665051719395989E0	1.00329154382643E0	1.665051719395989E0	146	1.6595891091094892E0	49	-8.160472752133556E2	-1.4544711834877955E2
2090	-6.659098850626829E2	16	139	3.6705893760290578E0	3.905147641116927E-2	16	139	-6.659098850626829E2	-1.2286538700525409E2	149	54	1.5708963917481733E0	2.33120415355089E0	1.76217470329071E-1	3.041102808257504E-1	3.0567875647885E-1	2.1399349236632856E-1	2.0699802018127433E-2	-1.2286538700525409E2	2.721400140649248E0	1.8565279383187423E0	2.721400140649248E0	1.8565279383187423E0	149	6.821958706432006E-1	54	-8.02242502061782E2	-1.3633261699909923E2
2091	-6.666796101453156E2	17	141	3.087813082770377E0	3.6523357997633205E-2	17	141	-6.666796101453156E2	-1.2143111904157857E2	145	44	1.8516002918011478E0	2.8995348035541637E0	1.68648623878553E-1	2.910482160072301E-1	3.2744353050594144E-1	2.1285962960827554E-1	4.961986356380258E-2	-1.2143111904157857E2	2.2016971738221462E0	1.8731540278653043E0	2.2016971738221462E0	1.8731540278653043E0	145	8.507773231200133E-1	44	-8.04840138117211E2	-1.381605279718955E2
2092	-6.545880494792646E2	18	132	2.389770367926894E0	3.35608001955971E-2	18	132	-6.545880494792646E2	-1.3272278837202407E2	153	56	1.3298855781818717E0	2.5449765885771427E0	1.688202536760831E-1	3.148595452553324E-1	3.129089777555536E-1	2.034112233130308E-1	1.6583229798328797E-1	-1.3272278837202407E2	2.286054523937941E0	1.7220619909581314E0	2.286054523937941E0	1.7220619909581314E0	153	7.532899906480445E-1	56	-8.01700507493008E2	-1.471124580137434E2
2093	-6.840448720046013E2	16	151	1.8557744420732467E0	2.3702955608019143E-2	16	151	-6.840448720046013E2	-1.1382147692131397E2	139	34	1.8536268771508557E0	3.3972284394389076E0	1.7400970962664963E-1	2.874061095494743E-1	3.475064735629224E-1	1.9107770726095366E-1	9.49753723333173E-2	-1.1382147692131397E2	2.018525115362826E0	1.6640043421719575E0	2.018525115362826E0	1.6640043421719575E0	139	8.243664294822787E-1	34	-8.102290796862751E2	-1.261842076816738E2
2094	-6.829753122599744E2	18	157	2.2920358970166985E0	2.5568433159399283E-2	18	157	-6.829753122599744E2	-1.2345063822127581E2	143	42	1.0795033252085955E0	2.1955448960214943E0	1.5859991756254968E-1	3.4917304385862835E-1	3.175958159543182E-1	1.7463122262450373E-1	4.631519425028414E-2	-1.2345063822127581E2	2.0978240532168617E0	1.8122840104111149E0	2.0978240532168617E0	1.8122840104111149E0	143	8.638875160345827E-1	42	-8.243497552941063E2	-1.4137444303413187E2
2095	-6.716444089723313E2	18	144	4.124324841746181E0	4.158544854962584E-2	18	144	-6.716444089723313E2	-1.3086677153103915E2	147	50	1.4801613679387018E0	2.0425660515585737E0	2.1647390287853788E-1	3.132920694951232E-1	2.9440255293376966E-1	1.7583147469256924E-1	2.2895502099909478E-2	-1.3086677153103915E2	1.706341872051053E0	1.7264464016619223E0	1.706341872051053E0	1.7264464016619223E0	147	1.0117822400892638E0	50	-8.223516068177267E2	-1.507071978453954E2
2096	-6.726883369225272E2	16	147	2.8165976699898363E0	3.912001940104716E-2	16	147	-6.726883369225272E2	-1.1640484783256795E2	147	50	1.6309934368685093E0	1.8946571811835584E0	1.9832579485387375E-1	3.362438311473217E-1	2.9139509747910086E-1	1.740352765197036E-1	8.181456676235004E-2	-1.1640484783256795E2	1.9786873659418123E0	1.6480549310370933E0	1.9786873659418123E0	1.6480549310370933E0	147	8.329031454914329E-1	50	-8.053494333239692E2	-1.3266109640144194E2
2097	-6.690045665991454E2	19	137	3.1688033357077336E0	3.9224290724250654E-2	19	137	-6.690045665991454E2	-1.3215469573907973E2	151	59	1.1601872476380632E0	3.444684200682472E0	1.6052248375431888E-1	3.520995616580115E-1	3.0513596559257555E-1	1.8224198899509403E-1	3.2270051754946995E-2	-1.3215469573907973E2	2.4307773178945467E0	1.6355591089828756E0	2.4307773178945467E0	1.6355591089828756E0	151	6.728543568933493E-1	59	-8.145034840628338E2	-1.4549891746368834E2
2098	-6.715379286082194E2	21	143	2.9966696724663935E0	3.90725144573346E-2	21	143	-6.715379286082194E2	-1.4487443589453838E2	151	59	1.0639423567704809E0	2.840090284540327E0	1.7242141495618343E-1	2.7991661031434395E-1	3.701911467390631E-1	1.774708279904095E-1	2.2183881003002E-2	-1.4487443589453838E2	2.06839890588415E0	1.8826989043957019E0	2.06839890588415E0	1.8826989043957019E0	151	9.102204120490629E-1	59	-8.30953456543606E2	-1.594155279353865E2
2099	-6.649445423258313E2	16	142	2.5507367489581E0	5.332381631610663E-2	16	142	-6.649445423258313E2	-1.2153413098042766E2	147	50	1.025957758569683E0	3.239177334764318E0	1.7920551112894897E-1	2.909302144261628E-1	3.454106759833442E-1	1.8445359846154402E-1	1.1992081502410278E-2	-1.2153413098042766E2	1.8966869892378961E0	1.6839027271481124E0	1.8966869892378961E0	1.6839027271481124E0	147	8.878126631873601E-1	50	-8.116399848311518E2	-1.4669544250532041E2
2100	-6.703271257390619E2	15	150	1.9517895686581892E0	2.894950653884444E-2	15	150	-6.703271257390619E2	-1.1066264187912158E2	139	37	1.4629098704239045E0	3.342167020479863E0	1.8409262434491175E-1	3.488568298836965E-1	2.895335310850021E-1	1.7751701468638967E-1	2.377934727602123E-2	-1.1066264187912158E2	3.084837762906917E0	1.954613198633326E0	3.084837762906917E0	1.954613198633326E0	139	6.336194473940331E-1	37	-7.998826663378411E2	-1.2955554059877915E2
2101	-6.796652509816507E2	13	155	2.3856953367452727E0	2.876519528049605E-2	13	155	-6.796652509816507E2	-1.0036247603933957E2	139	37	1.4878390249763103E0	2.923748985896427E0	1.6480016285141044E-1	3.310432712043048E-1	3.357040427249552E-1	1.684525232193295E-1	5.392227971024055E-2	-1.0036247603933957E2	2.2574719454493613E0	1.6617246212544734E0	2.2574719454493613E0	1.6617246212544734E0	139	7.360997883513891E-1	37	-7.942295460991201E2	-1.145642951174693E2
2102	-6.729073433982693E2	17	145	3.444780193170807E0	2.6499306473175624E-2	17	145	-6.729073433982693E2	-1.202601310903251E2	145	47	1.3626057215119922E0	2.6478657339233957E0	1.794996400857002E-1	3.605709303063167E-1	2.764516540631823E-1	1.8347777554480077E-1	7.903600953754011E-2	-1.202601310903251E2	2.389096387976785E0	1.9011263542121581E0	2.389096387976785E0	1.9011263542121581E0	145	7.957512153045169E-1	47	-8.065503235186671E2	-1.3364298012039782E2
2103	-6.68699919360995E2	18	141	3.335516732055664E0	2.9524478626956743E-2	18	141	-6.68699919360995E2	-1.2845117541287502E2	150	63	1.48998630387564E0	2.528353379976706E0	1.6076565794922476E-1	3.547915667198513E-1	2.720205851981643E-1	2.1242219013275965E-1	1.847969274731611E-2	-1.2845117541287502E2	3.771480263355442E0	1.9175871777407478E0	3.771480263355442E0	1.9175871777407478E0	150	5.084441767791973E-1	63	-8.065100657648586E2	-1.3781014640386365E2
2104	-6.661969154054333E2	18	138	4.369749147537423E0	4.271915742927051E-2	18	138	-6.661969154054333E2	-1.3107389769981822E2	156	75	1.1793111621729815E0	2.561389953375508E0	1.6959625132145809E-1	3.510583781447214E-1	2.691583296201906E-1	2.1018704091362994E-1	2.8956330660512557E-2	-1.3107389769981822E2	2.2767962346517088E0	2.16244490522522E0	2.2767962346517088E0	2.16244490522522E0	156	9.49775334443145E-1	75	-8.112003975004354E2	-1.450034820950022E2
2105	-6.665352159757283E2	16	142	2.8067122836289684E0	3.261504039913531E-2	16	142	-6.665352159757283E2	-1.1987959934396125E2	146	55	1.584294116446943E0	2.9587518445583254E0	1.4986762526090258E-1	3.972968251356794E-1	3.046095933732163E-1	1.4822595623020168E-1	3.669361964161828E-2	-1.1987959934396125E2	4.5722009459549815E0	1.5010948919313734E0	4.5722009459549815E0	1.5010948919313734E0	146	3.2830903752368745E-1	55	-7.990954241031102E2	-1.3256020812738188E2
2106	-6.8745812564246E2	14	156	3.428518338324783E0	3.842305604686888E-2	14	156	-6.8745812564246E2	-1.0088441281876347E2	138	39	2.080727204459219E0	2.1495630615210164E0	1.621069397186632E-1	4.0465243224563E-1	2.8227039642109E-1	1.5097023161461676E-1	6.407561789915248E-2	-1.0088441281876347E2	4.503700986227177E0	1.7294271836701176E0	4.503700986227177E0	1.7294271836701176E0	138	3.840013333387141E-1	39	-7.954467063438357E2	-1.0798858070137562E2
2107	-6.531364883725909E2	17	139	3.194750767123677E0	2.957094180791604E-2	17	139	-6.531364883725909E2	-1.2544797186849976E2	147	53	1.1568156847428337E0	2.4052499684072246E0	1.7514022855571937E-1	3.6917180999803884E-1	2.9257982482986866E-1	1.6310813661637308E-1	5.485343577750488E-2	-1.2544797186849976E2	2.9531029667763913E0	1.5709409373866545E0	2.9531029667763913E0	1.5709409373866545E0	147	5.319628049073732E-1	53	-7.915978771252214E2	-1.3846138875263057E2
2108	-6.531357802231663E2	19	135	3.4443943676824085E0	4.6747396577763466E-2	19	135	-6.531357802231663E2	-1.3926448818921423E2	150	62	1.382527490471255E0	2.1199909957784384E0	1.8358316590666987E-1	3.1499953984910944E-1	3.066841408488738E-1	1.9473315339534678E-1	6.667708338912393E-2	-1.3926448818921423E2	2.835243284455749E0	1.7079290794050037E0	2.835243284455749E0	1.7079290794050037E0	150	6.023924256407706E-1	62	-8.036880032858141E2	-1.5055222306264784E2
2109	-6.590876132512828E2	16	139	3.612123281123139E0	2.7129211033049338E-2	16	139	-6.590876132512828E2	-1.2139933638915596E2	147	57	1.165376504004337E0	2.189975101193711E0	1.8731892893329888E-1	3.010603565932956E-1	3.129249051835468E-1	1.986958092898586E-1	5.184649713481627E-2	-1.2139933638915596E2	1.717733643084435E0	1.762909664991525E0	1.717733643084435E0	1.762909664991525E0	147	1.0262997829081173E0	57	-7.987481357586078E2	-1.3966052250732486E2
2110	-6.67051123297022E2	13	140	4.394249352063946E0	4.240247344196661E-2	13	140	-6.67051123297022E2	-1.0110336642504978E2	143	49	1.2578623115711494E0	2.483147559723649E0	1.5406568799651346E-1	3.389175101554312E-1	3.036486508325666E-1	2.033681510154887E-1	4.620667744415863E-2	-1.0110336642504978E2	1.7346378357222738E0	1.812699567271655E0	1.7346378357222738E0	1.812699567271655E0	143	1.0450017461523187E0	49	-7.838705496377285E2	-1.1681942634070656E2
2111	-6.688728365631725E2	15	144	3.198684156892206E0	2.955339203892826E-2	15	144	-6.688728365631725E2	-1.1315641694466069E2	145	53	1.6303055803231892E0	2.4470636839247697E0	1.468621114494208E-1	3.2307090433876196E-1	3.280246643718029E-1	2.0204231984001447E-1	5.812444225846407E-2	-1.1315641694466069E2	3.1629528892043672E0	2.0215643367399854E0	3.1629528892043672E0	2.0215643367399854E0	145	6.391383013132721E-1	53	-7.899186310003818E2	-1.210457944372092E2
2112	-6.761026013622338E2	14	148	3.156407796849421E0	2.402457431672773E-2	14	148	-6.761026013622338E2	-1.0639954561398707E2	144	44	9.85884756148344E-1	2.4726857156233515E0	2.1386291530360318E-1	3.0304952253978484E-1	3.0769628766975643E-1	1.7539127448685554E-1	5.760774525440752E-2	-1.0639954561398707E2	4.546036399084081E0	1.676492008582051E0	4.546036399084081E0	1.676492008582051E0	144	3.68781035039628E-1	44	-7.945307002550235E2	-1.1842809889278959E2
2113	-6.721024739636097E2	17	146	3.49868384636504E0	2.6571184549274433E-2	17	146	-6.721024739636097E2	-1.240804151421635E2	143	49	2.3206435536545844E0	3.4813269762335923E0	2.1386291530360318E-1	3.0304952253978484E-1	3.0769628766975643E-1	1.7539127448685554E-1	4.940476571007364E-2	-1.240804151421635E2	6.404196392778241E0	1.7506990748220437E0	6.404196392778241E0	1.7506990748220437E0	143	2.7336748710521086E-1	49	-8.095521578744265E2	-1.3744968391081676E2
2114	-6.754957287654721E2	15	146	6.455692072173201E0	4.018446323385123E-2	15	146	-6.754957287654721E2	-1.1458956686275425E2	151	65	1.70668956459152E0	2.467172930272298E0	2.093028921574802E-1	2.965878466796146E-1	3.01135532656395E-1	1.9297372850651023E-1	5.343546755838779E-2	-1.1458956686275425E2	1.866066541645072E0	1.670227428266474E0	1.866066541645072E0	1.670227428266474E0	151	8.9505244909115E-1	65	-8.04323906013575E2	-1.2882817724810292E2
2115	-6.572736531365276E2	18	128	6.803179500464318E0	3.763046740328745E-2	18	128	-6.572736531365276E2	-1.3991926326030992E2	163	89	1.7241918235578277E0	3.344716597566931E0	2.02127502129065E-1	2.8642012536588884E-1	3.250942323117155E-1	1.8635814019333063E-1	7.217350470713793E-2	-1.3991926326030992E2	1.3924343109994735E0	1.7480096169882082E0	1.3924343109994735E0	1.7480096169882082E0	163	1.2553623558252502E0	89	-8.145535032616765E2	-1.5727985012514884E2
2116	-6.659991578124667E2	16	137	5.1585953972572485E0	3.6736932626748736E-2	16	137	-6.659991578124667E2	-1.2380356855347839E2	155	72	1.516443626054132E0	2.646748789108644E0	2.02127502129065E-1	2.8642012536588884E-1	3.250942323117155E-1	1.8635814019333063E-1	6.252768893342459E-1	-1.2380356855347839E2	2.4890618010655152E0	1.783331332054093E0	2.4890618010655152E0	1.783331332054093E0	155	7.164672774660261E-1	72	-8.041775692891903E2	-1.3817841147672357E2
